rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
842,9/15/1975,703,148,155,SEC13A,12/31/2005,C,0.83,3.39,54605,12630,220,50548,0,57206,29077,12199,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/2006,A,1.14,3.31,76147,17996,499,50548,0,62637,38793,19862,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/2007,A,1.03,3.67,66133,13406,687,50548,0,72420,39614,19862,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/2008,A,1.04,3.02,54833,1697,366,50549,0,68231,45120,22500,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/2009,A,0.9,2.77,61730,16090,57,50548,0,69168,47964,23000,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/2010,A,1.01,1.77,76928,26078,48,50549,0,49987,53664,25500,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1995,A,1.19,3.85,1532878,12088,55069,1231563,0,944927,884893,100938,538368,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1996,A,1.12,2.43,1365855,24855,92096,1113620,0,593946,752105,93323,414058,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1997,A,1.17,2.25,1365115,25350,59598,1096729,0,562172,748541,100600,398065,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1998,A,1.05,2.33,1286281,59390,24126,1142804,0,621333,700010,433810,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1999,A,1.12,2.92,1352865,103855,22318,1098941,0,783568,683276,415111,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2000,A,1.09,2.1,1243278,58876,32531,1055896,0,660155,764719,450613,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2001,A,1.06,2.9,1444326,166854,45048,1168067,0,753533,726121,466229,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2002,A,1.01,2.35,1280902,41351,26864,1204513,0,702514,801385,502658,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2003,A,1.1,2.77,1517493,163188,21971,1206348,0,776911,810546,530418,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2004,A,1.11,2.33,1438035,139513,19372,1151777,0,844027,873680,511058,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2005,A,1.05,2.2,1424760,152854,16558,1197988,0,825645,1084064,708726,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2006,A,0.96,1.81,1431737,123379,9744,1355272,0,703821,1089268,701440,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2007,A,0.97,1.68,1549143,256488,24363,1310186,0,704752,1135099,714425,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2008,A,1.02,1.76,1448898,126673,14347,1279807,0,735677,1162363,743352,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2009,A,1.11,2.21,1477285,74009,5754,1263909,0,806653,1144457,778782,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/2010,A,1.17,2.4,1537062,65188,2442,1252386,0,869127,1329642,967996,0,0,0,0,0,0,0,110130,110130,0,2,9,4,77400,160080,198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1995,A,1.19,4.66,912100,26609,28373,720203,0,487441,475292,370761,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1996,A,1.16,4.34,940284,47758,25824,748086,0,463343,481153,374345,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1997,A,1.17,3.95,903520,35091,19500,725500,0,385065,490131,392531,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1998,A,1.25,7.52,1014200,22786,14114,782023,0,459237,434463,373356,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1999,A,1.9,13.87,1260750,10753,16569,649321,0,578764,242005,200277,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2000,A,1.46,6.89,1101763,15827,23659,729572,0,444304,280213,215698,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2001,A,0.98,3.77,1101281,0,4584,1120647,0,490632,813103,683051,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2002,A,1.06,4.7,1183265,0,18097,1100697,0,388025,609576,527031,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2003,A,1.25,7.88,1258519,112927,16563,900749,0,449457,646738,589727,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2004,A,1.23,13.69,1370539,220155,16124,923423,0,699142,731159,680103,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2005,A,1.26,9.67,1276775,41368,14390,968426,0,618460,807552,743575,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2006,A,1.31,6.28,1398944,101352,14831,980956,0,752357,892553,772803,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2007,A,1.4,11.9,1450516,97046,17616,955782,0,705113,804969,745716,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/2008,A,2.05,1.85,1439494,149261,14140,623493,0,737012,685253,287311,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,8/31/2009,A,2.57,2.13,803648,51463,3818,290984,0,972803,487866,31923,0,0,0,0,0,0,0,92355,92355,0,2,5,4,158463,135800,125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1995,A,1.17,7.7,617051,30529,10997,492625,0,214866,202037,174135,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1996,A,1.26,7.73,575628,21729,10207,431547,0,211727,218387,190979,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1997,A,1.33,10.51,602775,15017,10015,433677,0,286706,221150,193860,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1998,A,1.32,13.88,623567,19943,9049,449388,0,334515,171157,147053,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1999,A,1.15,15.99,553243,14550,8918,459941,0,413048,296957,271130,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2000,A,1.04,11.99,612474,98419,14083,479421,0,298321,291613,266729,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2001,A,1.23,15.65,679508,102727,6535,465118,0,369702,273362,249732,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2002,A,1.2,6.39,491658,5468,1153,405068,0,325604,250294,199324,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2003,A,1.29,2.87,494494,20682,10316,360629,0,359566,178269,53188,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2004,A,1.47,4.54,596454,37046,6845,375461,0,380729,139837,55931,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2005,A,1.4,5.56,611795,47586,3773,399667,0,389646,128867,58814,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2006,A,1.4,4.16,642247,74797,6051,399667,0,461121,172650,61847,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2007,A,1.4,4.32,623972,59304,6132,398707,0,461837,171833,65036,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2008,A,1.49,3.8,617110,22111,3626,398210,0,413092,177219,68389,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2009,A,1.57,2.49,653027,59058,3133,375461,0,398553,231734,71915,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/2010,A,1.47,2.35,630139,42611,675,397942,0,462391,272178,75623,0,0,0,0,0,0,0,77616,77616,0,1,2,0,514008,101096,120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1995,A,1.19,5.04,671051,29382,23318,520106,0,278421,331875,276648,0,61738,3424,58314,6185,0,0,46449,40742,5707,1,6,2,13534,67923,70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1996,A,1.1,5.47,622565,20832,23004,524335,0,291633,302709,249351,0,61738,3424,58314,6185,0,0,46449,40742,5707,1,6,2,13534,67923,70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1997,A,1.07,5.9,694205,80208,27288,549590,0,409080,326308,256936,0,61738,3424,58314,6185,0,0,46449,40742,5707,1,6,2,13534,67923,70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1998,A,1.05,5.36,648676,33040,22277,564552,0,324402,345212,284712,0,61738,3424,58314,6185,0,0,46449,40742,5707,1,6,2,13534,67923,70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
